"env_step","quad_marl_1751386510 - _step","quad_marl_1751386510 - _step__MIN","quad_marl_1751386510 - _step__MAX","quad_marl_1751386510 - returned_episode_lengths","quad_marl_1751386510 - returned_episode_lengths__MIN","quad_marl_1751386510 - returned_episode_lengths__MAX","quad_marl_1751386510 - returned_episode_returns","quad_marl_1751386510 - returned_episode_returns__MIN","quad_marl_1751386510 - returned_episode_returns__MAX","quad_marl_1751385259 - _step","quad_marl_1751385259 - _step__MIN","quad_marl_1751385259 - _step__MAX","quad_marl_1751385259 - returned_episode_lengths","quad_marl_1751385259 - returned_episode_lengths__MIN","quad_marl_1751385259 - returned_episode_lengths__MAX","quad_marl_1751385259 - returned_episode_returns","quad_marl_1751385259 - returned_episode_returns__MIN","quad_marl_1751385259 - returned_episode_returns__MAX","quad_marl_1751384008 - _step","quad_marl_1751384008 - _step__MIN","quad_marl_1751384008 - _step__MAX","quad_marl_1751384008 - returned_episode_lengths","quad_marl_1751384008 - returned_episode_lengths__MIN","quad_marl_1751384008 - returned_episode_lengths__MAX","quad_marl_1751384008 - returned_episode_returns","quad_marl_1751384008 - returned_episode_returns__MIN","quad_marl_1751384008 - returned_episode_returns__MAX","quad_marl_1751382761 - _step","quad_marl_1751382761 - _step__MIN","quad_marl_1751382761 - _step__MAX","quad_marl_1751382761 - returned_episode_lengths","quad_marl_1751382761 - returned_episode_lengths__MIN","quad_marl_1751382761 - returned_episode_lengths__MAX","quad_marl_1751382761 - returned_episode_returns","quad_marl_1751382761 - returned_episode_returns__MIN","quad_marl_1751382761 - returned_episode_returns__MAX","quad_marl_1751381509 - _step","quad_marl_1751381509 - _step__MIN","quad_marl_1751381509 - _step__MAX","quad_marl_1751381509 - returned_episode_lengths","quad_marl_1751381509 - returned_episode_lengths__MIN","quad_marl_1751381509 - returned_episode_lengths__MAX","quad_marl_1751381509 - returned_episode_returns","quad_marl_1751381509 - returned_episode_returns__MIN","quad_marl_1751381509 - returned_episode_returns__MAX","quad_marl_1751380263 - _step","quad_marl_1751380263 - _step__MIN","quad_marl_1751380263 - _step__MAX","quad_marl_1751380263 - returned_episode_lengths","quad_marl_1751380263 - returned_episode_lengths__MIN","quad_marl_1751380263 - returned_episode_lengths__MAX","quad_marl_1751380263 - returned_episode_returns","quad_marl_1751380263 - returned_episode_returns__MIN","quad_marl_1751380263 - returned_episode_returns__MAX","quad_marl_1751379011 - _step","quad_marl_1751379011 - _step__MIN","quad_marl_1751379011 - _step__MAX","quad_marl_1751379011 - returned_episode_lengths","quad_marl_1751379011 - returned_episode_lengths__MIN","quad_marl_1751379011 - returned_episode_lengths__MAX","quad_marl_1751379011 - returned_episode_returns","quad_marl_1751379011 - returned_episode_returns__MIN","quad_marl_1751379011 - returned_episode_returns__MAX","quad_marl_1751377760 - _step","quad_marl_1751377760 - _step__MIN","quad_marl_1751377760 - _step__MAX","quad_marl_1751377760 - returned_episode_lengths","quad_marl_1751377760 - returned_episode_lengths__MIN","quad_marl_1751377760 - returned_episode_lengths__MAX","quad_marl_1751377760 - returned_episode_returns","quad_marl_1751377760 - returned_episode_returns__MIN","quad_marl_1751377760 - returned_episode_returns__MAX","quad_marl_1751376509 - _step","quad_marl_1751376509 - _step__MIN","quad_marl_1751376509 - _step__MAX","quad_marl_1751376509 - returned_episode_lengths","quad_marl_1751376509 - returned_episode_lengths__MIN","quad_marl_1751376509 - returned_episode_lengths__MAX","quad_marl_1751376509 - returned_episode_returns","quad_marl_1751376509 - returned_episode_returns__MIN","quad_marl_1751376509 - returned_episode_returns__MAX","quad_marl_1751375258 - _step","quad_marl_1751375258 - _step__MIN","quad_marl_1751375258 - _step__MAX","quad_marl_1751375258 - returned_episode_lengths","quad_marl_1751375258 - returned_episode_lengths__MIN","quad_marl_1751375258 - returned_episode_lengths__MAX","quad_marl_1751375258 - returned_episode_returns","quad_marl_1751375258 - returned_episode_returns__MIN","quad_marl_1751375258 - returned_episode_returns__MAX"
"305135616","582","582","582","1735.483642578125","1735.483642578125","1735.483642578125","1866.344970703125","1866.344970703125","1866.344970703125","582","582","582","1945.19091796875","1945.19091796875","1945.19091796875","2159.149658203125","2159.149658203125","2159.149658203125","582","582","582","1964.29248046875","1964.29248046875","1964.29248046875","2189.912353515625","2189.912353515625","2189.912353515625","582","582","582","1718.8323974609375","1718.8323974609375","1718.8323974609375","1856.2020263671875","1856.2020263671875","1856.2020263671875","582","582","582","1937.47802734375","1937.47802734375","1937.47802734375","2024.875","2024.875","2024.875","582","582","582","1969.76806640625","1969.76806640625","1969.76806640625","2257.0234375","2257.0234375","2257.0234375","582","582","582","1841.7060546875","1841.7060546875","1841.7060546875","2046.483154296875","2046.483154296875","2046.483154296875","582","582","582","1942.520263671875","1942.520263671875","1942.520263671875","2177.487548828125","2177.487548828125","2177.487548828125","582","582","582","1842.587890625","1842.587890625","1842.587890625","2044.20263671875","2044.20263671875","2044.20263671875","582","582","582","1892.5244140625","1892.5244140625","1892.5244140625","2148.8564453125","2148.8564453125","2148.8564453125"
"305659904","583","583","583","1736.28076171875","1736.28076171875","1736.28076171875","1870.409912109375","1870.409912109375","1870.409912109375","583","583","583","1946.3043212890625","1946.3043212890625","1946.3043212890625","2164.29052734375","2164.29052734375","2164.29052734375","583","583","583","1964.4234619140625","1964.4234619140625","1964.4234619140625","2194.2763671875","2194.2763671875","2194.2763671875","583","583","583","1720.77783203125","1720.77783203125","1720.77783203125","1861.9136962890625","1861.9136962890625","1861.9136962890625","583","583","583","1938.07666015625","1938.07666015625","1938.07666015625","2032.9365234375","2032.9365234375","2032.9365234375","583","583","583","1969.783935546875","1969.783935546875","1969.783935546875","2259.074951171875","2259.074951171875","2259.074951171875","583","583","583","1846.465576171875","1846.465576171875","1846.465576171875","2055.3017578125","2055.3017578125","2055.3017578125","583","583","583","1941.599609375","1941.599609375","1941.599609375","2179.83154296875","2179.83154296875","2179.83154296875","583","583","583","1846.741943359375","1846.741943359375","1846.741943359375","2053.845703125","2053.845703125","2053.845703125","583","583","583","1893.6861572265625","1893.6861572265625","1893.6861572265625","2151.40966796875","2151.40966796875","2151.40966796875"
"306184192","584","584","584","1738.587890625","1738.587890625","1738.587890625","1876.182373046875","1876.182373046875","1876.182373046875","584","584","584","1947.141357421875","1947.141357421875","1947.141357421875","2168.942138671875","2168.942138671875","2168.942138671875","584","584","584","1964.9219970703125","1964.9219970703125","1964.9219970703125","2198.9814453125","2198.9814453125","2198.9814453125","584","584","584","1723.022705078125","1723.022705078125","1723.022705078125","1867.41552734375","1867.41552734375","1867.41552734375","584","584","584","1939.12841796875","1939.12841796875","1939.12841796875","2041.525634765625","2041.525634765625","2041.525634765625","584","584","584","1970.108154296875","1970.108154296875","1970.108154296875","2261.58447265625","2261.58447265625","2261.58447265625","584","584","584","1849.891845703125","1849.891845703125","1849.891845703125","2062.101318359375","2062.101318359375","2062.101318359375","584","584","584","1939.4534912109375","1939.4534912109375","1939.4534912109375","2179.89501953125","2179.89501953125","2179.89501953125","584","584","584","1849.5240478515625","1849.5240478515625","1849.5240478515625","2061.560302734375","2061.560302734375","2061.560302734375","584","584","584","1895.3975830078125","1895.3975830078125","1895.3975830078125","2154.40087890625","2154.40087890625","2154.40087890625"
"306708480","585","585","585","1741.6820068359375","1741.6820068359375","1741.6820068359375","1883.130859375","1883.130859375","1883.130859375","585","585","585","1948.7308349609375","1948.7308349609375","1948.7308349609375","2174.609375","2174.609375","2174.609375","585","585","585","1964.931640625","1964.931640625","1964.931640625","2203.297119140625","2203.297119140625","2203.297119140625","585","585","585","1725.94970703125","1725.94970703125","1725.94970703125","1873.674072265625","1873.674072265625","1873.674072265625","585","585","585","1940.571044921875","1940.571044921875","1940.571044921875","2049.200927734375","2049.200927734375","2049.200927734375","585","585","585","1970.013427734375","1970.013427734375","1970.013427734375","2263.3359375","2263.3359375","2263.3359375","585","585","585","1853.31689453125","1853.31689453125","1853.31689453125","2068.5478515625","2068.5478515625","2068.5478515625","585","585","585","1938.468505859375","1938.468505859375","1938.468505859375","2181.77294921875","2181.77294921875","2181.77294921875","585","585","585","1852.66455078125","1852.66455078125","1852.66455078125","2069.22509765625","2069.22509765625","2069.22509765625","585","585","585","1898.04833984375","1898.04833984375","1898.04833984375","2158.5791015625","2158.5791015625","2158.5791015625"
"307232768","586","586","586","1744.941650390625","1744.941650390625","1744.941650390625","1889.9324951171875","1889.9324951171875","1889.9324951171875","586","586","586","1949.70263671875","1949.70263671875","1949.70263671875","2179.475341796875","2179.475341796875","2179.475341796875","586","586","586","1965.2708740234375","1965.2708740234375","1965.2708740234375","2207.66650390625","2207.66650390625","2207.66650390625","586","586","586","1728.11279296875","1728.11279296875","1728.11279296875","1878.750244140625","1878.750244140625","1878.750244140625","586","586","586","1941.1064453125","1941.1064453125","1941.1064453125","2055.91162109375","2055.91162109375","2055.91162109375","586","586","586","1969.7535400390625","1969.7535400390625","1969.7535400390625","2264.8232421875","2264.8232421875","2264.8232421875","586","586","586","1856.7998046875","1856.7998046875","1856.7998046875","2075.32421875","2075.32421875","2075.32421875","586","586","586","1937.836181640625","1937.836181640625","1937.836181640625","2183.883544921875","2183.883544921875","2183.883544921875","586","586","586","1856.03173828125","1856.03173828125","1856.03173828125","2077.634765625","2077.634765625","2077.634765625","586","586","586","1899.445556640625","1899.445556640625","1899.445556640625","2161.07763671875","2161.07763671875","2161.07763671875"
"307757056","587","587","587","1747.9581298828125","1747.9581298828125","1747.9581298828125","1896.098388671875","1896.098388671875","1896.098388671875","587","587","587","1951.308349609375","1951.308349609375","1951.308349609375","2184.9296875","2184.9296875","2184.9296875","587","587","587","1965.6888427734375","1965.6888427734375","1965.6888427734375","2211.392578125","2211.392578125","2211.392578125","587","587","587","1730.86328125","1730.86328125","1730.86328125","1884.7269287109375","1884.7269287109375","1884.7269287109375","587","587","587","1941.548828125","1941.548828125","1941.548828125","2062.811767578125","2062.811767578125","2062.811767578125","587","587","587","1969.123291015625","1969.123291015625","1969.123291015625","2265.86376953125","2265.86376953125","2265.86376953125","587","587","587","1860.656982421875","1860.656982421875","1860.656982421875","2082.562255859375","2082.562255859375","2082.562255859375","587","587","587","1938.406982421875","1938.406982421875","1938.406982421875","2187.606689453125","2187.606689453125","2187.606689453125","587","587","587","1858.4539794921875","1858.4539794921875","1858.4539794921875","2084.846923828125","2084.846923828125","2084.846923828125","587","587","587","1901.385986328125","1901.385986328125","1901.385986328125","2164.185546875","2164.185546875","2164.185546875"
"308281344","588","588","588","1750.429443359375","1750.429443359375","1750.429443359375","1901.6142578125","1901.6142578125","1901.6142578125","588","588","588","1953.016357421875","1953.016357421875","1953.016357421875","2190.928955078125","2190.928955078125","2190.928955078125","588","588","588","1965.883056640625","1965.883056640625","1965.883056640625","2214.86669921875","2214.86669921875","2214.86669921875","588","588","588","1735.07177734375","1735.07177734375","1735.07177734375","1892.685791015625","1892.685791015625","1892.685791015625","588","588","588","1941.930908203125","1941.930908203125","1941.930908203125","2068.087646484375","2068.087646484375","2068.087646484375","588","588","588","1968.5711669921875","1968.5711669921875","1968.5711669921875","2266.892578125","2266.892578125","2266.892578125","588","588","588","1864.4842529296875","1864.4842529296875","1864.4842529296875","2089.5703125","2089.5703125","2089.5703125","588","588","588","1938.74755859375","1938.74755859375","1938.74755859375","2190.791015625","2190.791015625","2190.791015625","588","588","588","1861.145263671875","1861.145263671875","1861.145263671875","2092.5615234375","2092.5615234375","2092.5615234375","588","588","588","1902.4822998046875","1902.4822998046875","1902.4822998046875","2165.630859375","2165.630859375","2165.630859375"
"308805632","589","589","589","1753.937744140625","1753.937744140625","1753.937744140625","1908.7496337890625","1908.7496337890625","1908.7496337890625","589","589","589","1953.2391357421875","1953.2391357421875","1953.2391357421875","2194.802490234375","2194.802490234375","2194.802490234375","589","589","589","1966.836669921875","1966.836669921875","1966.836669921875","2219.335693359375","2219.335693359375","2219.335693359375","589","589","589","1739.1513671875","1739.1513671875","1739.1513671875","1900.5504150390625","1900.5504150390625","1900.5504150390625","589","589","589","1942.081298828125","1942.081298828125","1942.081298828125","2073.447265625","2073.447265625","2073.447265625","589","589","589","1968.0250244140625","1968.0250244140625","1968.0250244140625","2268.023193359375","2268.023193359375","2268.023193359375","589","589","589","1867.9676513671875","1867.9676513671875","1867.9676513671875","2096.20703125","2096.20703125","2096.20703125","589","589","589","1939.459716796875","1939.459716796875","1939.459716796875","2194.585205078125","2194.585205078125","2194.585205078125","589","589","589","1864.1923828125","1864.1923828125","1864.1923828125","2100.298828125","2100.298828125","2100.298828125","589","589","589","1904.6063232421875","1904.6063232421875","1904.6063232421875","2168.68310546875","2168.68310546875","2168.68310546875"
"309329920","590","590","590","1756.450927734375","1756.450927734375","1756.450927734375","1914.278076171875","1914.278076171875","1914.278076171875","590","590","590","1953.8726806640625","1953.8726806640625","1953.8726806640625","2199.90576171875","2199.90576171875","2199.90576171875","590","590","590","1966.2249755859375","1966.2249755859375","1966.2249755859375","2221.264892578125","2221.264892578125","2221.264892578125","590","590","590","1742.561767578125","1742.561767578125","1742.561767578125","1907.198486328125","1907.198486328125","1907.198486328125","590","590","590","1941.974853515625","1941.974853515625","1941.974853515625","2078.17822265625","2078.17822265625","2078.17822265625","590","590","590","1967.78076171875","1967.78076171875","1967.78076171875","2269.4248046875","2269.4248046875","2269.4248046875","590","590","590","1872.0531005859375","1872.0531005859375","1872.0531005859375","2103.724609375","2103.724609375","2103.724609375","590","590","590","1939.7789306640625","1939.7789306640625","1939.7789306640625","2197.6005859375","2197.6005859375","2197.6005859375","590","590","590","1867.46533203125","1867.46533203125","1867.46533203125","2108.005859375","2108.005859375","2108.005859375","590","590","590","1907.290283203125","1907.290283203125","1907.290283203125","2172.3310546875","2172.3310546875","2172.3310546875"
"309854208","591","591","591","1757.95751953125","1757.95751953125","1757.95751953125","1918.722412109375","1918.722412109375","1918.722412109375","591","591","591","1955.10302734375","1955.10302734375","1955.10302734375","2205.56689453125","2205.56689453125","2205.56689453125","591","591","591","1965.649169921875","1965.649169921875","1965.649169921875","2223.7958984375","2223.7958984375","2223.7958984375","591","591","591","1745.0936279296875","1745.0936279296875","1745.0936279296875","1912.52880859375","1912.52880859375","1912.52880859375","591","591","591","1942.9896240234375","1942.9896240234375","1942.9896240234375","2084.26611328125","2084.26611328125","2084.26611328125","591","591","591","1967.47021484375","1967.47021484375","1967.47021484375","2270.75390625","2270.75390625","2270.75390625","591","591","591","1876.42626953125","1876.42626953125","1876.42626953125","2111.927734375","2111.927734375","2111.927734375","591","591","591","1939.5966796875","1939.5966796875","1939.5966796875","2199.9189453125","2199.9189453125","2199.9189453125","591","591","591","1869.31201171875","1869.31201171875","1869.31201171875","2114.413330078125","2114.413330078125","2114.413330078125","591","591","591","1908.4024658203125","1908.4024658203125","1908.4024658203125","2173.9404296875","2173.9404296875","2173.9404296875"
"310378496","592","592","592","1760.2877197265625","1760.2877197265625","1760.2877197265625","1923.771240234375","1923.771240234375","1923.771240234375","592","592","592","1956.4501953125","1956.4501953125","1956.4501953125","2210.9755859375","2210.9755859375","2210.9755859375","592","592","592","1965.2177734375","1965.2177734375","1965.2177734375","2226.482421875","2226.482421875","2226.482421875","592","592","592","1748.5255126953125","1748.5255126953125","1748.5255126953125","1919.311767578125","1919.311767578125","1919.311767578125","592","592","592","1943.3309326171875","1943.3309326171875","1943.3309326171875","2089.072265625","2089.072265625","2089.072265625","592","592","592","1966.866455078125","1966.866455078125","1966.866455078125","2271.54931640625","2271.54931640625","2271.54931640625","592","592","592","1878.7640380859375","1878.7640380859375","1878.7640380859375","2117.07861328125","2117.07861328125","2117.07861328125","592","592","592","1939.38916015625","1939.38916015625","1939.38916015625","2202.05859375","2202.05859375","2202.05859375","592","592","592","1870.8060302734375","1870.8060302734375","1870.8060302734375","2120.531005859375","2120.531005859375","2120.531005859375","592","592","592","1909.99951171875","1909.99951171875","1909.99951171875","2176.502197265625","2176.502197265625","2176.502197265625"
"310902784","593","593","593","1761.8016357421875","1761.8016357421875","1761.8016357421875","1927.435302734375","1927.435302734375","1927.435302734375","593","593","593","1956.6702880859375","1956.6702880859375","1956.6702880859375","2214.6220703125","2214.6220703125","2214.6220703125","593","593","593","1965.90576171875","1965.90576171875","1965.90576171875","2230.39208984375","2230.39208984375","2230.39208984375","593","593","593","1752.1920166015625","1752.1920166015625","1752.1920166015625","1926.3697509765625","1926.3697509765625","1926.3697509765625","593","593","593","1943.86572265625","1943.86572265625","1943.86572265625","2094.14306640625","2094.14306640625","2094.14306640625","593","593","593","1966.35888671875","1966.35888671875","1966.35888671875","2272.1640625","2272.1640625","2272.1640625","593","593","593","1880.9937744140625","1880.9937744140625","1880.9937744140625","2121.988037109375","2121.988037109375","2121.988037109375","593","593","593","1939.0830078125","1939.0830078125","1939.0830078125","2203.86083984375","2203.86083984375","2203.86083984375","593","593","593","1872.1650390625","1872.1650390625","1872.1650390625","2125.822265625","2125.822265625","2125.822265625","593","593","593","1911.2958984375","1911.2958984375","1911.2958984375","2178.85888671875","2178.85888671875","2178.85888671875"
"311427072","594","594","594","1764.1697998046875","1764.1697998046875","1764.1697998046875","1932.0697021484375","1932.0697021484375","1932.0697021484375","594","594","594","1957.766845703125","1957.766845703125","1957.766845703125","2218.8720703125","2218.8720703125","2218.8720703125","594","594","594","1965.99755859375","1965.99755859375","1965.99755859375","2233.78759765625","2233.78759765625","2233.78759765625","594","594","594","1755.3448486328125","1755.3448486328125","1755.3448486328125","1932.516357421875","1932.516357421875","1932.516357421875","594","594","594","1943.553955078125","1943.553955078125","1943.553955078125","2098.220703125","2098.220703125","2098.220703125","594","594","594","1967.184814453125","1967.184814453125","1967.184814453125","2275.0478515625","2275.0478515625","2275.0478515625","594","594","594","1883.394287109375","1883.394287109375","1883.394287109375","2127.29052734375","2127.29052734375","2127.29052734375","594","594","594","1938.62548828125","1938.62548828125","1938.62548828125","2205.04833984375","2205.04833984375","2205.04833984375","594","594","594","1873.014892578125","1873.014892578125","1873.014892578125","2130.7783203125","2130.7783203125","2130.7783203125","594","594","594","1911.9071044921875","1911.9071044921875","1911.9071044921875","2180.1650390625","2180.1650390625","2180.1650390625"
"311951360","595","595","595","1766.085693359375","1766.085693359375","1766.085693359375","1936.310546875","1936.310546875","1936.310546875","595","595","595","1958.7442626953125","1958.7442626953125","1958.7442626953125","2223.243408203125","2223.243408203125","2223.243408203125","595","595","595","1966.400146484375","1966.400146484375","1966.400146484375","2237.990478515625","2237.990478515625","2237.990478515625","595","595","595","1757.5174560546875","1757.5174560546875","1757.5174560546875","1938.20703125","1938.20703125","1938.20703125","595","595","595","1944.08837890625","1944.08837890625","1944.08837890625","2103.95458984375","2103.95458984375","2103.95458984375","595","595","595","1967.0439453125","1967.0439453125","1967.0439453125","2276.988037109375","2276.988037109375","2276.988037109375","595","595","595","1885.8074951171875","1885.8074951171875","1885.8074951171875","2132.72119140625","2132.72119140625","2132.72119140625","595","595","595","1937.93408203125","1937.93408203125","1937.93408203125","2205.93701171875","2205.93701171875","2205.93701171875","595","595","595","1873.3197021484375","1873.3197021484375","1873.3197021484375","2135.03515625","2135.03515625","2135.03515625","595","595","595","1913.6689453125","1913.6689453125","1913.6689453125","2182.650390625","2182.650390625","2182.650390625"
"312475648","596","596","596","1767.2569580078125","1767.2569580078125","1767.2569580078125","1939.2095947265625","1939.2095947265625","1939.2095947265625","596","596","596","1959.320556640625","1959.320556640625","1959.320556640625","2226.8232421875","2226.8232421875","2226.8232421875","596","596","596","1966.284912109375","1966.284912109375","1966.284912109375","2241.261962890625","2241.261962890625","2241.261962890625","596","596","596","1758.65625","1758.65625","1758.65625","1941.75927734375","1941.75927734375","1941.75927734375","596","596","596","1944.795654296875","1944.795654296875","1944.795654296875","2109.593505859375","2109.593505859375","2109.593505859375","596","596","596","1966.763671875","1966.763671875","1966.763671875","2278.60693359375","2278.60693359375","2278.60693359375","596","596","596","1889.1845703125","1889.1845703125","1889.1845703125","2139.317626953125","2139.317626953125","2139.317626953125","596","596","596","1937.388427734375","1937.388427734375","1937.388427734375","2207.00439453125","2207.00439453125","2207.00439453125","596","596","596","1875.489990234375","1875.489990234375","1875.489990234375","2142.0791015625","2142.0791015625","2142.0791015625","596","596","596","1915.8798828125","1915.8798828125","1915.8798828125","2185.83984375","2185.83984375","2185.83984375"
"312999936","597","597","597","1768.338134765625","1768.338134765625","1768.338134765625","1941.991455078125","1941.991455078125","1941.991455078125","597","597","597","1959.6951904296875","1959.6951904296875","1959.6951904296875","2230.07958984375","2230.07958984375","2230.07958984375","597","597","597","1965.909912109375","1965.909912109375","1965.909912109375","2243.78759765625","2243.78759765625","2243.78759765625","597","597","597","1761.00146484375","1761.00146484375","1761.00146484375","1947.41357421875","1947.41357421875","1947.41357421875","597","597","597","1944.579345703125","1944.579345703125","1944.579345703125","2114.06884765625","2114.06884765625","2114.06884765625","597","597","597","1966.9814453125","1966.9814453125","1966.9814453125","2280.5380859375","2280.5380859375","2280.5380859375","597","597","597","1891.927734375","1891.927734375","1891.927734375","2144.765625","2144.765625","2144.765625","597","597","597","1937.294677734375","1937.294677734375","1937.294677734375","2208.44384765625","2208.44384765625","2208.44384765625","597","597","597","1877.3123779296875","1877.3123779296875","1877.3123779296875","2148.053955078125","2148.053955078125","2148.053955078125","597","597","597","1916.73876953125","1916.73876953125","1916.73876953125","2187.26025390625","2187.26025390625","2187.26025390625"
"313524224","598","598","598","1769.680908203125","1769.680908203125","1769.680908203125","1945.357177734375","1945.357177734375","1945.357177734375","598","598","598","1960.4447021484375","1960.4447021484375","1960.4447021484375","2233.8681640625","2233.8681640625","2233.8681640625","598","598","598","1965.449951171875","1965.449951171875","1965.449951171875","2246.109130859375","2246.109130859375","2246.109130859375","598","598","598","1763.8707275390625","1763.8707275390625","1763.8707275390625","1954.0042724609375","1954.0042724609375","1954.0042724609375","598","598","598","1944.4212646484375","1944.4212646484375","1944.4212646484375","2118.22021484375","2118.22021484375","2118.22021484375","598","598","598","1967.39013671875","1967.39013671875","1967.39013671875","2283.054443359375","2283.054443359375","2283.054443359375","598","598","598","1894.293701171875","1894.293701171875","1894.293701171875","2150.310546875","2150.310546875","2150.310546875","598","598","598","1937.34765625","1937.34765625","1937.34765625","2210.10791015625","2210.10791015625","2210.10791015625","598","598","598","1879.114990234375","1879.114990234375","1879.114990234375","2153.68994140625","2153.68994140625","2153.68994140625","598","598","598","1917.68310546875","1917.68310546875","1917.68310546875","2188.861328125","2188.861328125","2188.861328125"
"314048512","599","599","599","1770.2537841796875","1770.2537841796875","1770.2537841796875","1947.850341796875","1947.850341796875","1947.850341796875","599","599","599","1960.2689208984375","1960.2689208984375","1960.2689208984375","2236.1220703125","2236.1220703125","2236.1220703125","599","599","599","1964.765625","1964.765625","1964.765625","2248.28759765625","2248.28759765625","2248.28759765625","599","599","599","1766.0697021484375","1766.0697021484375","1766.0697021484375","1958.9305419921875","1958.9305419921875","1958.9305419921875","599","599","599","1945.07275390625","1945.07275390625","1945.07275390625","2123.2685546875","2123.2685546875","2123.2685546875","599","599","599","1967.0740966796875","1967.0740966796875","1967.0740966796875","2284.11572265625","2284.11572265625","2284.11572265625","599","599","599","1895.769775390625","1895.769775390625","1895.769775390625","2154.2607421875","2154.2607421875","2154.2607421875","599","599","599","1937.958740234375","1937.958740234375","1937.958740234375","2212.3779296875","2212.3779296875","2212.3779296875","599","599","599","1880.2513427734375","1880.2513427734375","1880.2513427734375","2159.319091796875","2159.319091796875","2159.319091796875","599","599","599","1918.8436279296875","1918.8436279296875","1918.8436279296875","2190.81201171875","2190.81201171875","2190.81201171875"
"314572800","600","600","600","1771.8536376953125","1771.8536376953125","1771.8536376953125","1951.7830810546875","1951.7830810546875","1951.7830810546875","600","600","600","1961.3409423828125","1961.3409423828125","1961.3409423828125","2240.4033203125","2240.4033203125","2240.4033203125","600","600","600","1964.4912109375","1964.4912109375","1964.4912109375","2250.8125","2250.8125","2250.8125","600","600","600","1769.2332763671875","1769.2332763671875","1769.2332763671875","1965.1279296875","1965.1279296875","1965.1279296875","600","600","600","1944.8681640625","1944.8681640625","1944.8681640625","2127.223876953125","2127.223876953125","2127.223876953125","600","600","600","1966.60205078125","1966.60205078125","1966.60205078125","2284.796630859375","2284.796630859375","2284.796630859375","600","600","600","1897.599609375","1897.599609375","1897.599609375","2158.56640625","2158.56640625","2158.56640625","600","600","600","1938.4403076171875","1938.4403076171875","1938.4403076171875","2214.23046875","2214.23046875","2214.23046875","600","600","600","1881.408935546875","1881.408935546875","1881.408935546875","2164.38330078125","2164.38330078125","2164.38330078125","600","600","600","1920.011962890625","1920.011962890625","1920.011962890625","2192.56787109375","2192.56787109375","2192.56787109375"
"315097088","601","601","601","1774.6494140625","1774.6494140625","1774.6494140625","1957.174072265625","1957.174072265625","1957.174072265625","601","601","601","1961.89306640625","1961.89306640625","1961.89306640625","2243.6787109375","2243.6787109375","2243.6787109375","601","601","601","1964.6771240234375","1964.6771240234375","1964.6771240234375","2253.515625","2253.515625","2253.515625","601","601","601","1771.7867431640625","1771.7867431640625","1771.7867431640625","1970.5213623046875","1970.5213623046875","1970.5213623046875","601","601","601","1944.660400390625","1944.660400390625","1944.660400390625","2130.72412109375","2130.72412109375","2130.72412109375","601","601","601","1967.05224609375","1967.05224609375","1967.05224609375","2286.76904296875","2286.76904296875","2286.76904296875","601","601","601","1899.1326904296875","1899.1326904296875","1899.1326904296875","2162.44482421875","2162.44482421875","2162.44482421875","601","601","601","1938.2882080078125","1938.2882080078125","1938.2882080078125","2215.427734375","2215.427734375","2215.427734375","601","601","601","1883.135986328125","1883.135986328125","1883.135986328125","2169.57421875","2169.57421875","2169.57421875","601","601","601","1921.1981201171875","1921.1981201171875","1921.1981201171875","2194.283935546875","2194.283935546875","2194.283935546875"
"315621376","602","602","602","1776.605224609375","1776.605224609375","1776.605224609375","1961.30712890625","1961.30712890625","1961.30712890625","602","602","602","1963.0906982421875","1963.0906982421875","1963.0906982421875","2247.6455078125","2247.6455078125","2247.6455078125","602","602","602","1964.453369140625","1964.453369140625","1964.453369140625","2256.192138671875","2256.192138671875","2256.192138671875","602","602","602","1775.009765625","1775.009765625","1775.009765625","1976.6268310546875","1976.6268310546875","1976.6268310546875","602","602","602","1944.9805908203125","1944.9805908203125","1944.9805908203125","2134.55908203125","2134.55908203125","2134.55908203125","602","602","602","1967.29541015625","1967.29541015625","1967.29541015625","2288.106689453125","2288.106689453125","2288.106689453125","602","602","602","1901.0419921875","1901.0419921875","1901.0419921875","2167.51220703125","2167.51220703125","2167.51220703125","602","602","602","1938.07666015625","1938.07666015625","1938.07666015625","2216.51904296875","2216.51904296875","2216.51904296875","602","602","602","1884.396484375","1884.396484375","1884.396484375","2173.925048828125","2173.925048828125","2173.925048828125","602","602","602","1922.08349609375","1922.08349609375","1922.08349609375","2195.578125","2195.578125","2195.578125"
